text_left,corpus,collection,hit_text,last_index,text_right,docpid,end_time,begin_time,hit_pos,hit_phonetic,first_index,hit_lemma
gebruikt wordt zoals het in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,655,decreet staat zijn wat mij,fv600678,00:04:25.640,00:04:25.507,"LID(bep,stan,evon)",@t,655,het
promotiecampagne betreft meen ik dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,683,niet aangewezen is om de,fv600678,00:04:41.216,00:04:41.080,"VNW(pers,pron,stan,red,3,ev,onz)",@t,683,het
tweetalig statuut zou hebben is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,710,mijns inziens niet aangewezen dat,fv600678,00:04:51.152,00:04:50.984,"VNW(pers,pron,stan,red,3,ev,onz)",@t,710,het
mijns inziens niet aangewezen dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,716,onderdeel promotiecampagne dat meertalig zou,fv600678,00:04:53.450,00:04:53.300,"LID(bep,stan,evon)",@t,716,het
de promotiecampagne die uh in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,747,Nederlands en het Arabisch verloopt,fv600678,00:05:06.751,00:05:06.391,"LID(bep,stan,evon)",@t,747,het
uh in het Nederlands en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,750,Arabisch verloopt . de openheid,fv600678,00:05:07.645,00:05:07.484,"LID(bep,stan,evon)",@t,750,het
uh niet staan tegenover inderdaad,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,765,feit dat Antwerpen het gaat,fv600678,00:05:16.603,00:05:16.375,"LID(bep,stan,evon)",@t,765,het
inderdaad het feit dat Antwerpen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,769,gaat hier over Antwerpen zich,fv600678,00:05:18.052,00:05:17.942,"VNW(pers,pron,stan,red,3,ev,onz)",@t,769,het
de allochtone gemeenschap toe .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,828,is op vraag van de,fv600678,00:05:40.214,00:05:40.078,"VNW(pers,pron,stan,red,3,ev,onz)",@t,828,het
de twee offici&euml;le talen verloopt,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,847,Nederlands en het Frans .,fv600678,00:05:47.038,00:05:46.887,"LID(bep,stan,evon)",@t,847,het
talen verloopt het Nederlands en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,850,Frans . ik wijs erop,fv600678,00:05:47.862,00:05:47.746,"LID(bep,stan,evon)",@t,850,het
. ik wijs erop .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,857,is op vraag van de,fv600678,00:05:49.342,00:05:49.213,"VNW(pers,pron,stan,red,3,ev,onz)",@t,857,het
terechte beoordeling . anderzijds kan,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,911,zijn dat sommige activiteiten bijvoorbeeld,fv600678,00:06:10.196,00:06:10.094,"VNW(pers,pron,stan,red,3,ev,onz)",@t,911,het
naar de Turkse gemeenschap waar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,943,Turks wel degelijk gebruikt wordt,fv600678,00:06:20.903,00:06:20.747,"VNW(pers,pron,stan,red,3,ev,onz)",@t,943,het
wordt . maar daar is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,953,werkelijk een promotie voor enerzijds,fv600678,00:06:23.065,00:06:22.951,"VNW(pers,pron,stan,red,3,ev,onz)",@t,953,het
de Nederlandse taal en is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,964,anderzijds ook een promotie om,fv600678,00:06:27.263,00:06:27.132,"VNW(pers,pron,stan,red,3,ev,onz)",@t,964,het
worden maar denk ik dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1024,niet goed zou zijn ...,fv600678,00:06:47.130,00:06:46.954,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1024,het
opbrengen voor de eigenheid maar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1099,is toch ook in een,fv600678,00:07:15.689,00:07:15.540,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1099,het
meneer de minister ik ben,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1131,niet eens met alle delen,fv600678,00:07:25.818,00:07:25.784,"VNW(pers,pron,stan,red,3,ev,onz)",t,1131,het
heer Van Den Eynde heeft,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,63,woord . dank u wel,fv600679,00:00:21.790,00:00:21.659,"LID(bep,stan,evon)",@t,63,het
naar uw mening in september,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,102,einde van de Duitse bezetting,fv600679,00:00:44.259,00:00:44.094,"LID(bep,stan,evon)",@t,102,het
zo genuanceerd zijn als u,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,135,was . laat 't ons,fv600679,00:00:58.971,00:00:58.850,"VNW(pers,pron,stan,red,3,ev,onz)",@t,135,het
aanleiding van wat nu in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,176,Frans ook al V-day heet,fv600679,00:01:18.857,00:01:18.724,"LID(bep,stan,evon)",@t,176,het
was al in 't Nederlands,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,188,geval maar nu in 't,fv600679,00:01:21.667,00:01:21.552,"LID(bep,stan,evon)",@t,188,het
ik denk niet dat dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,241,belangrijkste is . er is,fv600679,00:01:43.625,00:01:43.539,"LID(bep,stan,evon)",@d,241,het
duidelijk hier een discrepantie tussen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,252,standpunt dat u verwoordde ik,fv600679,00:01:48.495,00:01:48.355,"LID(bep,stan,evon)",@t,252,het
maatregelen getroffen had eventueel uh,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,286,Overlegcomit&eacute; ingeschakeld had . minister-president,fv600679,00:02:04.782,00:02:04.626,"LID(bep,stan,evon)",@t,286,het
minister-president Van Den Brande heeft,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,296,woord . uh voorzitter .,fv600679,00:02:08.532,00:02:08.404,"LID(bep,stan,evon)",@t,296,het
een oplossing te brengen .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,409,is dus een app&egrave;l vanuit,fv600679,00:03:01.129,00:03:00.974,"VNW(pers,pron,stan,red,3,ev,onz)",@t,409,het
van de mensen in heel,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,455,land en dat uh de,fv600679,00:03:21.300,00:03:21.171,"LID(bep,stan,evon)",@t,455,het
verschillende kanten rond uh heel,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,480,oorlogs- en het naoorlogsgebeuren .,fv600679,00:03:32.847,00:03:32.712,"LID(bep,stan,evon)",@t,480,het
uh heel het oorlogs- en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,483,naoorlogsgebeuren . en dat is,fv600679,00:03:33.535,00:03:33.409,"LID(bep,stan,evon)",@t,483,het
verwijs ik onder meer naar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,511,rapport dat midden van de,fv600679,00:03:42.368,00:03:42.304,"LID(bep,stan,evon)",t,511,het
oplossingen te komen . en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,541,is dus de plicht van,fv600679,00:03:52.623,00:03:52.481,"VNW(pers,pron,stan,red,3,ev,onz)",@t,541,het
dat uh de collega van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,564,Waalse Gewest de verkeerde toon,fv600679,00:04:01.206,00:04:01.087,"LID(bep,stan,evon)",@t,564,het
meneer Van Den Eynde heeft,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,745,woord . dank u voorzitter,fv600679,00:05:16.798,00:05:16.698,"LID(bep,stan,evon)",@t,745,het
van V-day meneer de minister-president,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,779,is the same old story,fv600679,00:05:29.835,00:05:29.671,"VNW(pers,pron,stan,red,3,ev,onz)",@t,779,het
men geen nuances . en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,811,gevolg is dat en dan,fv600679,00:05:43.787,00:05:43.624,"LID(bep,stan,evon)",Et,811,het
dat en dan zal ik,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,819,in het Frans zeggen meneer,fv600679,00:05:46.647,00:05:46.559,"VNW(pers,pron,stan,red,3,ev,onz)",@d,819,het
dan zal ik het in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,821,Frans zeggen meneer Van Rompuy,fv600679,00:05:46.927,00:05:46.765,"LID(bep,stan,evon)",[],821,het
toch . dank u .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,850,incident is geslo . ,fv600679,00:05:55.199,00:05:55.101,"LID(bep,stan,evon)",@d,850,het
behoorlijke ruis op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,3,microfoonsignaal. af en toe gemompel,fv600680,00:10:04.770,00:00:00.000,SPEC(comment),"",3,_
. meneer Van Grembergen heeft,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,41,woord . uh voorzitter .,fv600680,00:00:09.674,00:00:09.641,"LID(bep,stan,evon)",t,41,het
de minister-president . collega's .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,53,is uiteraard zeer belangrijk wat,fv600680,00:00:13.645,00:00:13.428,"VNW(pers,pron,stan,red,3,ev,onz)",h@t,53,het
Vlaanderen gebeurt op basis van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,65,uh wetenschappelijk onderzoek en het,fv600680,00:00:18.743,00:00:18.388,"LID(bep,stan,evon)",@t,65,het
het uh wetenschappelijk onderzoek en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,70,toegepast wetenschappelijk onderzoek . dat,fv600680,00:00:20.607,00:00:20.426,"LID(bep,stan,evon)",@t,70,het
te richten waarvan als ik,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,121,goed gelezen heb de basisredenering,fv600680,00:00:42.773,00:00:42.654,"VNW(pers,pron,stan,red,3,ev,onz)",@t,121,het
voor andere sectoren ? gaat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,253,binnen het uh uh hoe,fv600680,00:01:42.226,00:01:41.991,"VNW(pers,pron,stan,red,3,ev,onz)",@t,253,het
sectoren ? gaat het binnen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,255,uh uh hoe zou ik,fv600680,00:01:42.861,00:01:42.615,"LID(bep,stan,evon)",h@t,255,het
uh uh hoe zou ik,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,261,zeggen uh het het vrij,fv600680,00:01:44.575,00:01:44.538,"VNW(pers,pron,stan,red,3,ev,onz)",t,261,het
zou ik het zeggen uh,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,264,het vrij onderwijs naar de,fv600680,00:01:46.176,00:01:46.013,"LID(bep,stan,evon)",@t,264,het
ik het zeggen uh het,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,265,vrij onderwijs naar de KUL,fv600680,00:01:46.351,00:01:46.231,"LID(bep,stan,evon)",@t,265,het
KUL gaan ? of gaat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,275,naar de RUG gaan ?,fv600680,00:01:49.703,00:01:49.541,"VNW(pers,pron,stan,red,3,ev,onz)",@t,275,het
altijd zeer gevoelig geweest .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,304,verleden heeft ons niet altijd,fv600680,00:01:59.166,00:01:58.980,"LID(bep,stan,evon)",hEt,304,het
. hoe ziet de minister-president,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,328,overleg dienaangaande ? uh ten,fv600680,00:02:06.575,00:02:06.367,"LID(bep,stan,evon)",h@t,328,het
de Vlaamse Raad die wat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,363,wetenschappelijk onderzoek betreft en het,fv600680,00:02:20.741,00:02:20.623,"LID(bep,stan,evon)",@t,363,het
het wetenschappelijk onderzoek betreft en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,368,toegepast wetenschappelijk onderzoek onbetwistbaar ook,fv600680,00:02:22.669,00:02:22.475,"VNW(pers,pron,stan,red,3,ev,onz)",@t,368,het
xxx-president Van Den Brande heeft,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,407,woord . voorzitter . collega's,fv600680,00:02:40.086,00:02:39.968,"LID(bep,stan,evon)",@t,407,het
. voorzitter . collega's .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,414,is als uh minister van,fv600680,00:02:43.541,00:02:43.358,"VNW(pers,pron,stan,red,3,ev,onz)",h@t,414,het
voorstel gedaan hebben om op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,434,vlak van biotechnologie informatietechnologie en,fv600680,00:02:52.217,00:02:52.156,"LID(bep,stan,evon)",t,434,het
heeft uh onder meer op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,461,vlak van de biotechnologie een,fv600680,00:03:05.747,00:03:05.726,"LID(bep,stan,evon)",[],461,het
programma uitgewerkt uh ook op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,472,vlak van nieuwe materialen .,fv600680,00:03:10.119,00:03:10.043,"LID(bep,stan,evon)",@t,472,het
uh bij Vito gebeurt .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,488,zijn dus nuttige initiatieven geweest,fv600680,00:03:14.556,00:03:14.457,"VNW(pers,pron,stan,red,3,ev,onz)",@t,488,het
betrekking tot de micro-elektronica en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,526,uitgangspunt was dat men alles,fv600680,00:03:29.064,00:03:28.938,"LID(bep,stan,evon)",@t,526,het
reden waarom ik uh op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,569,vlak om me daartoe te,fv600680,00:03:49.364,00:03:49.273,"LID(bep,stan,evon)",@t,569,het
en de nieuwe materialen op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,585,vlak van de biotechnologie de,fv600680,00:03:53.956,00:03:53.933,"LID(bep,stan,evon)",[],585,het
plaats van de overheid in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,642,economisch initiatief de markt het,fv600680,00:04:16.995,00:04:16.871,"LID(bep,stan,evon)",@t,642,het
het economisch initiatief de markt,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,647,vrije ondernemen moet doen wat,fv600680,00:04:20.212,00:04:20.075,"LID(bep,stan,evon)",@t,647,het
tot wat ik zou noemen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,667,overheidsinitiatief . wij moeten wel,fv600680,00:04:29.648,00:04:29.481,"LID(bep,stan,evon)",@t,667,het
vermoeden hebben we werelddeskundigen op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,720,vlak van de biotechnologie .,fv600680,00:04:52.998,00:04:52.913,"LID(bep,stan,evon)",@t,720,het
dat onduidelijk geweest van in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,789,begin is het de bedoeling,fv600680,00:05:24.409,00:05:24.396,"LID(bep,stan,evon)",[],789,het
van in het begin is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,792,de bedoeling dat alle universiteiten,fv600680,00:05:25.632,00:05:25.505,"VNW(pers,pron,stan,red,3,ev,onz)",@d,792,het
die manier meer dan in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,834,verleden middelen zullen hebben om,fv600680,00:05:46.952,00:05:46.901,"LID(bep,stan,evon)",t,834,het
domein heb genomen dat uh,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,886,weloverwogen is dat uh alle,fv600680,00:06:06.470,00:06:06.381,"VNW(pers,pron,stan,red,3,ev,onz)",t,886,het
behandeling moet krijgen gelegd binnen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1105,kader van de FIOF-middelen die,fv600680,00:07:35.258,00:07:35.106,"LID(bep,stan,evon)",h@t,1105,het
gelegd en we zullen natuurlijk,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1146,overleg hebben vooraleer we in,fv600680,00:07:48.205,00:07:48.078,"LID(bep,stan,evon)",@t,1146,het
Vlaamse Raad Voor Wetenschapsbeleid .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1169,nieuwe decreet dat gestemd werd,fv600680,00:07:55.075,00:07:54.944,"LID(bep,stan,evon)",@t,1169,het
thema . zo gauw ik,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1209,advies binnen heb van de,fv600680,00:08:06.920,00:08:06.812,"LID(bep,stan,evon)",@t,1209,het
'k zou zeggen mensen van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1230,vak de wetenschappelijke wereld dat,fv600680,00:08:13.237,00:08:13.110,"LID(bep,stan,evon)",@t,1230,het
de heer Van Grembergen heeft,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1286,woord . uh meneer de,fv600680,00:08:33.340,00:08:33.309,"LID(bep,stan,evon)",t,1286,het
. uh voor mij is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1307,om het even waar als,fv600680,00:08:38.005,00:08:37.882,"VNW(pers,pron,stan,red,3,ev,onz)",@d,1307,het
voor mij is het om,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1309,even waar als ik een,fv600680,00:08:38.280,00:08:38.146,"VNW(pers,pron,stan,red,3,ev,onz)",@d,1309,het
mag gebruiken de kathedraal van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1321,biotechnu-uh-uh-technisch gegeven uh zou komen,fv600680,00:08:42.790,00:08:42.605,"LID(bep,stan,evon)",h@d,1321,het
kan gebruikt worden ben ik,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1378,met u eens . we,fv600680,00:09:06.000,00:09:05.881,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1378,het
bundelen en de inventiviteit en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1392,intelligentiegegeven zit niet gebonden aan,fv600680,00:09:10.896,00:09:10.759,"LID(bep,stan,evon)",@d,1392,het
. maar tezamen vol vormt,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1514,eigenlijk een uh uitzonderlijk bouwwerk,fv600680,00:09:55.865,00:09:55.724,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1514,het
terugvinden in uw beeld .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1533,incident is gesloten . ,fv600680,00:10:02.879,00:10:02.618,"LID(bep,stan,evon)",h@d,1533,het
van september negentienhonderd drie&euml;nnegentig voor,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,37,opvoedend personeel . de heer,fv600681,00:00:12.156,00:00:12.058,"LID(bep,stan,evon)",@t,37,het
de heer Van Vaerenbergh heeft,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,46,woord . dank u wel,fv600681,00:00:14.680,00:00:14.563,"LID(bep,stan,evon)",@t,46,het
die dan uh niet alleen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,99,personeel omvat maar ook de,fv600681,00:00:34.806,00:00:34.706,"LID(bep,stan,evon)",@t,99,het
enig probleem . zij hebben,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,152,verkeerd voor . xxx ik,fv600681,00:00:52.664,00:00:52.532,"VNW(pers,pron,stan,red,3,ev,onz)",@t,152,het
de sector zelf uh in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,183,verleden nogal sterk de nadruk,fv600681,00:01:01.688,00:01:01.575,"LID(bep,stan,evon)",@t,183,het
nadruk gelegd is geworden op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,193,feit dat uiteindelijk de overeenkomsten,fv600681,00:01:04.045,00:01:03.930,"LID(bep,stan,evon)",@t,193,het
is forfaitarisering dat dat blijkbaar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,217,grote pro struikelblok gaat vormen,fv600681,00:01:13.046,00:01:12.964,"LID(bep,stan,evon)",@t,217,het
eigenlijk gera gelijk ? is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,262,nu normaal dat wij morgen,fv600681,00:01:26.237,00:01:26.140,"VNW(pers,pron,stan,red,3,ev,onz)",@t,262,het
gaan hebben desbetreffend van enerzijds,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,276,personeel maar ook van de,fv600681,00:01:31.595,00:01:31.484,"LID(bep,stan,evon)",@t,276,het
ten onrechte ? hoe zit,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,302,nu eigenlijk ? minister Demeester,fv600681,00:01:38.557,00:01:38.473,"VNW(pers,pron,stan,red,3,ev,onz)",@t,302,het
eigenlijk ? minister Demeester heeft,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,309,woord . dank u wel,fv600681,00:01:41.429,00:01:41.306,"LID(bep,stan,evon)",@t,309,het
. uhm laat mij zeggen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,362,akkoord ging inderdaad over drie,fv600681,00:02:01.684,00:02:01.469,"LID(bep,stan,evon)",Et,362,het
werknemers en gebruikers om uh,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,404,geheel van de sector uh,fv600681,00:02:21.073,00:02:20.957,"LID(bep,stan,evon)",@t,404,het
spreken over beheersen dan betekent,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,424,ook dat we spreken over,fv600681,00:02:27.948,00:02:27.833,"VNW(pers,pron,stan,red,3,ev,onz)",@d,424,het
. maar anderzijds ook spreekt,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,465,vanzelf dat het over een,fv600681,00:02:44.231,00:02:44.121,"VNW(pers,pron,stan,red,3,ev,onz)",@t,465,het
ook spreekt het vanzelf dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,468,over een sector gaat zoals,fv600681,00:02:45.072,00:02:44.918,"VNW(pers,pron,stan,red,3,ev,onz)",@t,468,het
de regering waarbij we gewoon,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,655,forfait hebben opgetrokken van de,fv600681,00:03:53.323,00:03:53.107,"LID(bep,stan,evon)",h@t,655,het
de werkgevers aan de werknemers,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,676,loon uit te betalen waarop,fv600681,00:04:02.458,00:04:02.317,"LID(bep,stan,evon)",@t,676,het
kracht . ten tweede .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,706,tweede deel van het lui,fv600681,00:04:12.278,00:04:12.102,"LID(bep,stan,evon)",@t,706,het
. het tweede deel van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,710,lui van het akkoord namelijk,fv600681,00:04:13.075,00:04:12.947,"LID(bep,stan,evon)",@t,710,het
deel van het lui van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,713,akkoord namelijk meer personeel is,fv600681,00:04:13.754,00:04:13.618,"LID(bep,stan,evon)",@t,713,het
dat is een kwestie op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,753,niveau van de verantwoordelijken op,fv600681,00:04:27.385,00:04:27.285,"LID(bep,stan,evon)",@t,753,het
niveau van de verantwoordelijken op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,759,niveau van de werkgevers of,fv600681,00:04:29.934,00:04:29.794,"LID(bep,stan,evon)",@t,759,het
die daar voorzien waren in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,798,kader van de tewerkstelling kunnen,fv600681,00:04:47.260,00:04:47.137,"LID(bep,stan,evon)",@t,798,het
ook gebruikers hebben ook volledig,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,855,akkoord uitgevoerd . we hebben,fv600681,00:05:05.427,00:05:05.329,"LID(bep,stan,evon)",@t,855,het
hebben een commissie opgericht in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,865,kader van de SERV die,fv600681,00:05:08.464,00:05:08.348,"LID(bep,stan,evon)",@t,865,het
zo veel mogelijk de gesprekken,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,923,overleg op gang te brengen,fv600681,00:05:31.778,00:05:31.660,"LID(bep,stan,evon)",@d,923,het
. een belangrijke factor van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,942,akkoord was ook dat en,fv600681,00:05:36.791,00:05:36.675,"LID(bep,stan,evon)",@t,942,het
zesennegentig geen nieuwe revindicaties op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,976,vlak van loon en arbeidsvoorwaarden,fv600681,00:05:50.233,00:05:50.149,"LID(bep,stan,evon)",@t,976,het
dan zouden die eigenlijk tegen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1010,akkoord zijn . ik wil,fv600681,00:06:01.251,00:06:01.152,"LID(bep,stan,evon)",@t,1010,het
een CAO een onderdeel van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1042,ak van de CAO uh,fv600681,00:06:11.165,00:06:11.061,"LID(bep,stan,evon)",@t,1042,het
was een deel ook van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1055,akkoord namelijk dat de weddesupplementen,fv600681,00:06:15.564,00:06:15.247,"LID(bep,stan,evon)",h@t,1055,het
over omdat ik vind dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1108,niet noodzakelijk is om altijd,fv600681,00:06:34.183,00:06:34.087,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1108,het
te gaan of er aan,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1136,bedrag van de forfait wat,fv600681,00:06:42.041,00:06:41.930,"LID(bep,stan,evon)",@d,1136,het
kan verbeterd worden . natuurlijk,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1147,principe van de forfait is,fv600681,00:06:44.427,00:06:44.328,"LID(bep,stan,evon)",@t,1147,het
forfait is een element van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1156,akkoord en daaraan zullen we,fv600681,00:06:46.734,00:06:46.623,"LID(bep,stan,evon)",@t,1156,het
. mevrouw de minister .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1199,probleem is blijkbaar het eerste,fv600681,00:06:58.192,00:06:58.008,"LID(bep,stan,evon)",h@t,1199,het
. het probleem is blijkbaar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1203,eerste gedeelte van het akkoord,fv600681,00:06:59.134,00:06:59.006,"LID(bep,stan,evon)",@t,1203,het
blijkbaar het eerste gedeelte van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1207,akkoord laten we zeggen .,fv600681,00:06:59.960,00:06:59.846,"LID(bep,stan,evon)",@t,1207,het
